        22        23          # No. of minima already found, no. of minima to be found in consecutive run
  0.300000E-02  0.150000E+00  # delta_enthalpy, delta_fingerprint
00001 -0.82579370402121253E+01 -0.82579370402121253E+01     3    11   0.2362078-309  0.0000000E+00
00002 -0.81905048643335618E+01 -0.81905048643335618E+01     2     6   0.0000000E+00  0.0000000E+00
00003 -0.81752200460292919E+01 -0.81752200460292919E+01     1     8   0.0000000E+00  0.0000000E+00
00004 -0.81597798741562659E+01 -0.81597798741562659E+01     1    12   0.0000000E+00  0.0000000E+00
00005 -0.81370798144152374E+01 -0.81370798144152374E+01     1     6   0.0000000E+00  0.0000000E+00
00006 -0.81005924744546061E+01 -0.81005924744546061E+01     1     8   0.0000000E+00  0.0000000E+00
00007 -0.80790003481595818E+01 -0.80790003481595818E+01     1     8   0.0000000E+00  0.0000000E+00
00008 -0.80692169330469703E+01 -0.80692169330469703E+01     1     8   0.0000000E+00  0.0000000E+00
00009 -0.80611807429595093E+01 -0.80611807429595093E+01     1     8   0.0000000E+00  0.0000000E+00
00010 -0.80514131032420959E+01 -0.80514131032420959E+01     1     8   0.0000000E+00  0.0000000E+00
00011 -0.80478392759612767E+01 -0.80478392759612767E+01     1     8   0.0000000E+00  0.0000000E+00
00012 -0.80394677813563309E+01 -0.80394677813563309E+01     1     8   0.0000000E+00  0.0000000E+00
00013 -0.79997279029335404E+01 -0.79997279029335404E+01     2     6   0.0000000E+00  0.0000000E+00
00014 -0.79919292236177890E+01 -0.79919292236177890E+01     1     8   0.0000000E+00  0.0000000E+00
00015 -0.79853721631798642E+01 -0.79853721631798642E+01     1     8   0.0000000E+00  0.0000000E+00
00016 -0.79666103233857131E+01 -0.79666103233857131E+01     1     8   0.0000000E+00  0.0000000E+00
00017 -0.79554256581468286E+01 -0.79554256581468286E+01     1     8   0.0000000E+00  0.0000000E+00
00018 -0.79447620048569378E+01 -0.79447620048569378E+01     1     8   0.0000000E+00  0.0000000E+00
00019 -0.79242719029114310E+01 -0.79242719029114310E+01     1     8   0.0000000E+00  0.0000000E+00
00020 -0.79071330404734166E+01 -0.79071330404734166E+01     1     8   0.0000000E+00  0.0000000E+00
00021 -0.78124481010406939E+01 -0.78124481010406939E+01     1     8   0.0000000E+00  0.0000000E+00
00022 -0.77177919729163618E+01 -0.77177919729163618E+01     1     8   0.0000000E+00  0.0000000E+00
